UserId,AnswerId,QuestionId,IsAcceptedAnswer,CreationDate,Score,ViewCount,IsCommunityOwned,Tag,CommentCount,FavouriteCount
380,38785,38784,false,2008-09-02T03:54:14.587,4,null,false,visual-studio,1,null
380,38785,38784,false,2008-09-02T03:54:14.587,4,null,false,delphi,1,null
380,38785,38784,false,2008-09-02T03:54:14.587,4,null,false,brief-bookmarks,1,null
493,38792,38789,false,2008-09-02T04:02:40.307,2,null,false,c#,0,null
493,38792,38789,false,2008-09-02T04:02:40.307,2,null,false,asp.net,0,null
493,38792,38789,false,2008-09-02T04:02:40.307,2,null,false,web-services,0,null
380,38793,38791,false,2008-09-02T04:05:56.213,6,null,false,database-design,0,null
493,38795,38791,false,2008-09-02T04:06:47.520,7,null,false,database-design,0,null
3149,38796,38791,false,2008-09-02T04:06:59.267,1,null,false,database-design,0,null
658,38798,38791,false,2008-09-02T04:08:55.237,0,null,false,database-design,0,null
716,38799,38791,false,2008-09-02T04:09:57.857,1,null,false,database-design,0,null
3166,38804,38801,false,2008-09-02T04:13:52.463,11,null,false,sql,2,null
3166,38804,38801,false,2008-09-02T04:13:52.463,11,null,false,sql-server,2,null
3166,38804,38801,false,2008-09-02T04:13:52.463,11,null,false,oracle,2,null
3166,38804,38801,false,2008-09-02T04:13:52.463,11,null,false,database-design,2,null
3166,38804,38801,false,2008-09-02T04:13:52.463,11,null,false,hierarchy,2,null
615,38806,38801,false,2008-09-02T04:15:42.693,4,null,false,sql,0,null
615,38806,38801,false,2008-09-02T04:15:42.693,4,null,false,sql-server,0,null
615,38806,38801,false,2008-09-02T04:15:42.693,4,null,false,oracle,0,null
615,38806,38801,false,2008-09-02T04:15:42.693,4,null,false,database-design,0,null
615,38806,38801,false,2008-09-02T04:15:42.693,4,null,false,hierarchy,0,null
116,38807,38801,false,2008-09-02T04:18:28.710,3,null,false,sql,0,null
116,38807,38801,false,2008-09-02T04:18:28.710,3,null,false,sql-server,0,null
116,38807,38801,false,2008-09-02T04:18:28.710,3,null,false,oracle,0,null
116,38807,38801,false,2008-09-02T04:18:28.710,3,null,false,database-design,0,null
116,38807,38801,false,2008-09-02T04:18:28.710,3,null,false,hierarchy,0,null
3742,38808,38801,false,2008-09-02T04:18:41.533,0,null,false,sql,1,null
3742,38808,38801,false,2008-09-02T04:18:41.533,0,null,false,sql-server,1,null
3742,38808,38801,false,2008-09-02T04:18:41.533,0,null,false,oracle,1,null
3742,38808,38801,false,2008-09-02T04:18:41.533,0,null,false,database-design,1,null
3742,38808,38801,false,2008-09-02T04:18:41.533,0,null,false,hierarchy,1,null
1196,38826,38822,false,2008-09-02T04:38:25.260,3,null,false,c++,1,null
1196,38826,38822,false,2008-09-02T04:38:25.260,3,null,false,sql-server,1,null
1196,38826,38822,false,2008-09-02T04:38:25.260,3,null,false,full-text-search,1,null
1196,38826,38822,false,2008-09-02T04:38:25.260,3,null,false,lucene,1,null
1196,38826,38822,false,2008-09-02T04:38:25.260,3,null,false,lucene.net,1,null
1554,38827,38820,false,2008-09-02T04:39:28.673,21,null,false,oop,4,null
1554,38827,38820,false,2008-09-02T04:39:28.673,21,null,false,class-design,4,null
3146,38829,38820,false,2008-09-02T04:41:11.573,63,null,false,oop,3,null
3146,38829,38820,false,2008-09-02T04:41:11.573,63,null,false,class-design,3,null
3434,38834,38820,false,2008-09-02T04:47:39.840,4,null,false,oop,2,null
3434,38834,38820,false,2008-09-02T04:47:39.840,4,null,false,class-design,2,null
2859,38835,38824,false,2008-09-02T04:47:53.803,0,null,false,asp.net,0,null
2859,38835,38824,false,2008-09-02T04:47:53.803,0,null,false,iis,0,null
2859,38835,38824,false,2008-09-02T04:47:53.803,0,null,false,wiki,0,null
2859,38836,38822,false,2008-09-02T04:48:42.553,0,null,false,c++,0,null
2859,38836,38822,false,2008-09-02T04:48:42.553,0,null,false,sql-server,0,null
2859,38836,38822,false,2008-09-02T04:48:42.553,0,null,false,full-text-search,0,null
2859,38836,38822,false,2008-09-02T04:48:42.553,0,null,false,lucene,0,null
2859,38836,38822,false,2008-09-02T04:48:42.553,0,null,false,lucene.net,0,null
255,38844,38822,false,2008-09-02T04:55:21.460,1,null,false,c++,0,null
255,38844,38822,false,2008-09-02T04:55:21.460,1,null,false,sql-server,0,null
255,38844,38822,false,2008-09-02T04:55:21.460,1,null,false,full-text-search,0,null
255,38844,38822,false,2008-09-02T04:55:21.460,1,null,false,lucene,0,null
255,38844,38822,false,2008-09-02T04:55:21.460,1,null,false,lucene.net,0,null
658,38845,38838,false,2008-09-02T04:55:48.137,10,null,false,javascript,1,null
658,38845,38838,false,2008-09-02T04:55:48.137,10,null,false,security,1,null
658,38845,38838,false,2008-09-02T04:55:48.137,10,null,false,encryption,1,null
658,38845,38838,false,2008-09-02T04:55:48.137,10,null,false,passwords,1,null
1554,38848,38846,false,2008-09-02T05:01:35.843,6,null,false,security,0,null
1554,38848,38846,false,2008-09-02T05:01:35.843,6,null,false,encryption,0,null
1554,38848,38846,false,2008-09-02T05:01:35.843,6,null,false,cryptography,0,null
2600,38850,38838,false,2008-09-02T05:03:04.967,34,null,false,javascript,1,null
2600,38850,38838,false,2008-09-02T05:03:04.967,34,null,false,security,1,null
2600,38850,38838,false,2008-09-02T05:03:04.967,34,null,false,encryption,1,null
2600,38850,38838,false,2008-09-02T05:03:04.967,34,null,false,passwords,1,null
1915,38851,38824,false,2008-09-02T05:03:06.653,6,null,false,asp.net,1,null
1915,38851,38824,false,2008-09-02T05:03:06.653,6,null,false,iis,1,null
1915,38851,38824,false,2008-09-02T05:03:06.653,6,null,false,wiki,1,null
456,38852,38820,false,2008-09-02T05:03:48.960,18,null,false,oop,1,null
456,38852,38820,false,2008-09-02T05:03:48.960,18,null,false,class-design,1,null
3474,38853,38846,false,2008-09-02T05:04:02.670,21,null,false,security,7,null
3474,38853,38846,false,2008-09-02T05:04:02.670,21,null,false,encryption,7,null
3474,38853,38846,false,2008-09-02T05:04:02.670,21,null,false,cryptography,7,null
2859,38854,38838,false,2008-09-02T05:06:18.970,2,null,false,javascript,1,null
2859,38854,38838,false,2008-09-02T05:06:18.970,2,null,false,security,1,null
2859,38854,38838,false,2008-09-02T05:06:18.970,2,null,false,encryption,1,null
2859,38854,38838,false,2008-09-02T05:06:18.970,2,null,false,passwords,1,null
1596,38855,38784,false,2008-09-02T05:07:17.563,1,null,false,visual-studio,0,null
1596,38855,38784,false,2008-09-02T05:07:17.563,1,null,false,delphi,0,null
1596,38855,38784,false,2008-09-02T05:07:17.563,1,null,false,brief-bookmarks,0,null
255,38858,38838,false,2008-09-02T05:12:10.857,2,null,false,javascript,0,null
255,38858,38838,false,2008-09-02T05:12:10.857,2,null,false,security,0,null
255,38858,38838,false,2008-09-02T05:12:10.857,2,null,false,encryption,0,null
255,38858,38838,false,2008-09-02T05:12:10.857,2,null,false,passwords,0,null
3153,38863,38846,false,2008-09-02T05:16:02.067,0,null,false,security,1,null
3153,38863,38846,false,2008-09-02T05:16:02.067,0,null,false,encryption,1,null
3153,38863,38846,false,2008-09-02T05:16:02.067,0,null,false,cryptography,1,null
1554,38865,38861,false,2008-09-02T05:18:27.613,0,null,false,hardware,0,null
1554,38865,38861,false,2008-09-02T05:18:27.613,0,null,false,windows-server-2008,0,null
2600,38866,38864,false,2008-09-02T05:19:39.827,-1,null,false,windows,0,null
2600,38866,38864,false,2008-09-02T05:19:39.827,-1,null,false,networking,0,null
2600,38866,38864,false,2008-09-02T05:19:39.827,-1,null,false,iphelper,0,null
3742,38869,38801,false,2008-09-02T05:20:43.007,10,null,false,sql,1,null
3742,38869,38801,false,2008-09-02T05:20:43.007,10,null,false,sql-server,1,null
3742,38869,38801,false,2008-09-02T05:20:43.007,10,null,false,oracle,1,null
3742,38869,38801,false,2008-09-02T05:20:43.007,10,null,false,database-design,1,null
3742,38869,38801,false,2008-09-02T05:20:43.007,10,null,false,hierarchy,1,null
2859,38872,38864,false,2008-09-02T05:22:59.630,0,null,false,windows,0,null
2859,38872,38864,false,2008-09-02T05:22:59.630,0,null,false,networking,0,null
2859,38872,38864,false,2008-09-02T05:22:59.630,0,null,false,iphelper,0,null
1463,38873,38824,false,2008-09-02T05:23:18.193,1,null,false,asp.net,0,null
1463,38873,38824,false,2008-09-02T05:23:18.193,1,null,false,iis,0,null
1463,38873,38824,false,2008-09-02T05:23:18.193,1,null,false,wiki,0,null
3660,38876,38864,false,2008-09-02T05:24:39.533,0,null,false,windows,0,null
3660,38876,38864,false,2008-09-02T05:24:39.533,0,null,false,networking,0,null
3660,38876,38864,false,2008-09-02T05:24:39.533,0,null,false,iphelper,0,null
658,38878,38870,false,2008-09-02T05:25:18.080,0,null,false,database,0,null
658,38878,38870,false,2008-09-02T05:25:18.080,0,null,false,data-structures,0,null
658,38878,38870,false,2008-09-02T05:25:18.080,0,null,false,indexing,0,null
658,38878,38870,false,2008-09-02T05:25:18.080,0,null,false,schema,0,null
3474,38879,38838,false,2008-09-02T05:25:53.837,6,null,false,javascript,0,null
3474,38879,38838,false,2008-09-02T05:25:53.837,6,null,false,security,0,null
3474,38879,38838,false,2008-09-02T05:25:53.837,6,null,false,encryption,0,null
3474,38879,38838,false,2008-09-02T05:25:53.837,6,null,false,passwords,0,null
3434,38882,38870,false,2008-09-02T05:28:28.573,24,null,false,database,2,null
3434,38882,38870,false,2008-09-02T05:28:28.573,24,null,false,data-structures,2,null
3434,38882,38870,false,2008-09-02T05:28:28.573,24,null,false,indexing,2,null
3434,38882,38870,false,2008-09-02T05:28:28.573,24,null,false,schema,2,null
716,38883,38870,false,2008-09-02T05:29:15.293,0,null,false,database,0,null
716,38883,38870,false,2008-09-02T05:29:15.293,0,null,false,data-structures,0,null
716,38883,38870,false,2008-09-02T05:29:15.293,0,null,false,indexing,0,null
716,38883,38870,false,2008-09-02T05:29:15.293,0,null,false,schema,0,null
2859,38884,38875,false,2008-09-02T05:29:48.023,4,null,false,php,1,null
2859,38884,38875,false,2008-09-02T05:29:48.023,4,null,false,security,1,null
2859,38884,38875,false,2008-09-02T05:29:48.023,4,null,false,code-injection,1,null
658,38885,38875,false,2008-09-02T05:29:52.390,5,null,false,php,1,null
658,38885,38875,false,2008-09-02T05:29:52.390,5,null,false,security,1,null
658,38885,38875,false,2008-09-02T05:29:52.390,5,null,false,code-injection,1,null
813,38886,38875,false,2008-09-02T05:30:06.120,40,null,false,php,1,null
813,38886,38875,false,2008-09-02T05:30:06.120,40,null,false,security,1,null
813,38886,38875,false,2008-09-02T05:30:06.120,40,null,false,code-injection,1,null
2785,38888,38870,false,2008-09-02T05:33:35.923,2,null,false,database,0,null
2785,38888,38870,false,2008-09-02T05:33:35.923,2,null,false,data-structures,0,null
2785,38888,38870,false,2008-09-02T05:33:35.923,2,null,false,indexing,0,null
2785,38888,38870,false,2008-09-02T05:33:35.923,2,null,false,schema,0,null
372,38892,38890,false,2008-09-02T05:37:42.387,1,null,false,sql-server,0,null
372,38892,38890,false,2008-09-02T05:37:42.387,1,null,false,database,0,null
2257,38897,38890,false,2008-09-02T05:42:55.557,7,null,false,sql-server,0,null
2257,38897,38890,false,2008-09-02T05:42:55.557,7,null,false,database,0,null
372,38898,38820,false,2008-09-02T05:43:14.420,5,null,false,oop,0,null
372,38898,38820,false,2008-09-02T05:43:14.420,5,null,false,class-design,0,null
2785,38905,38820,false,2008-09-02T05:46:09.577,12,null,false,oop,0,null
2785,38905,38820,false,2008-09-02T05:46:09.577,12,null,false,class-design,0,null
3869,38914,38861,false,2008-09-02T06:08:54.090,-2,null,false,hardware,0,null
3869,38914,38861,false,2008-09-02T06:08:54.090,-2,null,false,windows-server-2008,0,null
2257,38915,38901,false,2008-09-02T06:09:25.010,2,null,false,ruby-on-rails,0,null
2257,38915,38901,false,2008-09-02T06:09:25.010,2,null,false,ruby,0,null
2257,38915,38901,false,2008-09-02T06:09:25.010,2,null,false,authentication,0,null
2257,38915,38901,false,2008-09-02T06:09:25.010,2,null,false,rest,0,null
